installment,grade,home_ownership,loan_status
77.85,B,MORTGAGE,Fully Paid
247.98,A,MORTGAGE,Fully Paid
280.61,A,RENT,Fully Paid
305,A,RENT,Fully Paid
145.57,A,MORTGAGE,Fully Paid
219.87,A,MORTGAGE,Fully Paid
406.36,C,RENT,Fully Paid
451.93,D,RENT,Fully Paid
230.19,E,MORTGAGE,Fully Paid
227.06,B,MORTGAGE,Fully Paid
119.48,D,MORTGAGE,Fully Paid
213.5,A,MORTGAGE,Fully Paid
691.92,D,MORTGAGE,Fully Paid
154.18,A,RENT,Charged Off
105.8,A,MORTGAGE,Fully Paid
290.34,D,MORTGAGE,Fully Paid
446.92,E,RENT,Charged Off
199.82,D,MORTGAGE,Fully Paid
481.81,D,MORTGAGE,Fully Paid
266.06,B,MORTGAGE,Fully Paid
50.8,C,RENT,Fully Paid
211.57,D,RENT,Fully Paid
406.47,D,RENT,Fully Paid
79.81,A,MORTGAGE,Fully Paid
349.19,B,MORTGAGE,Fully Paid
224.34,A,RENT,Fully Paid
408.23,C,RENT,Fully Paid
340.42,C,RENT,Fully Paid
269.83,B,RENT,Fully Paid
632.39,E,MORTGAGE,Fully Paid
156.81,B,RENT,Fully Paid
130.91,A,MORTGAGE,Fully Paid
184.01,A,MORTGAGE,Fully Paid
387.37,C,MORTGAGE,Fully Paid
341.59,A,MORTGAGE,Fully Paid
117.28,C,MORTGAGE,Fully Paid
77.85,B,MORTGAGE,Fully Paid
929.48,G,MORTGAGE,Fully Paid
673.11,G,MORTGAGE,Fully Paid
53.9,C,RENT,Fully Paid
208.86,A,MORTGAGE,Fully Paid
313.33,B,MORTGAGE,Fully Paid
121.31,A,RENT,Fully Paid
146.4,A,RENT,Fully Paid
566.12,D,RENT,Fully Paid
279.57,D,OWN,Fully Paid
193.34,A,RENT,Fully Paid
298.13,A,MORTGAGE,Fully Paid
179.97,B,MORTGAGE,Fully Paid
361.36,D,MORTGAGE,Fully Paid
345.83,D,OWN,Fully Paid
282.92,A,RENT,Fully Paid
64.88,B,RENT,Fully Paid
331.76,A,MORTGAGE,Fully Paid
129.05,B,MORTGAGE,Fully Paid
60.32,A,MORTGAGE,Fully Paid
209.31,A,MORTGAGE,Fully Paid
387.15,B,RENT,Fully Paid
94.81,D,RENT,Fully Paid
240.53,A,MORTGAGE,Fully Paid
612.99,B,MORTGAGE,Fully Paid
404.22,C,RENT,Fully Paid
560.7,F,MORTGAGE,Fully Paid
225.54,C,RENT,Charged Off
724.76,F,RENT,Fully Paid
315.67,A,MORTGAGE,Fully Paid
58.76,A,OWN,Charged Off
869.09,D,RENT,Fully Paid
298.9,A,MORTGAGE,Fully Paid
335.07,C,RENT,Fully Paid
505.06,G,OWN,Charged Off
587.69,D,RENT,Fully Paid
500.88,B,OWN,Fully Paid
150.15,A,RENT,Fully Paid
215.86,A,RENT,Fully Paid
152.5,A,RENT,Fully Paid
83.87,D,RENT,Fully Paid
132.01,A,MORTGAGE,Fully Paid
166.63,C,RENT,Fully Paid
505.27,C,MORTGAGE,Fully Paid
924.77,G,RENT,Fully Paid
145.35,C,MORTGAGE,Charged Off
285.18,B,OWN,Fully Paid
277.21,B,MORTGAGE,Charged Off
222.29,A,MORTGAGE,Fully Paid
142,A,RENT,Fully Paid
455.2,A,MORTGAGE,Fully Paid
206.24,A,MORTGAGE,Fully Paid
126.98,B,RENT,Fully Paid
350.3,B,RENT,Fully Paid
119.96,A,MORTGAGE,Fully Paid
330.44,A,RENT,Fully Paid
240.41,A,MORTGAGE,Fully Paid
308.36,A,RENT,Fully Paid
301.6,A,RENT,Fully Paid
46.26,A,RENT,Fully Paid
393.61,B,RENT,Fully Paid
466.04,F,RENT,Fully Paid
64.88,B,RENT,Fully Paid
324.37,B,MORTGAGE,Fully Paid
189.48,E,RENT,Fully Paid
388.87,B,OWN,Fully Paid
929.48,G,MORTGAGE,Fully Paid
214.77,B,MORTGAGE,Fully Paid
306.38,C,MORTGAGE,Charged Off
90.22,C,MORTGAGE,Fully Paid
370.53,C,RENT,Fully Paid
184.29,C,RENT,Fully Paid
159.59,B,RENT,Fully Paid
180.1,B,RENT,Fully Paid
154.18,A,MORTGAGE,Fully Paid
116.96,A,MORTGAGE,Fully Paid
105.42,B,RENT,Fully Paid
185,A,MORTGAGE,Fully Paid
220.48,A,MORTGAGE,Fully Paid
134.92,A,MORTGAGE,Fully Paid
322.63,B,MORTGAGE,Fully Paid
873.63,D,RENT,Fully Paid
81.1,B,RENT,Fully Paid
402.59,A,RENT,Fully Paid
873.63,D,MORTGAGE,Fully Paid
264.84,B,MORTGAGE,Fully Paid
248.47,A,MORTGAGE,Fully Paid
154.18,A,MORTGAGE,Fully Paid
102.89,A,MORTGAGE,Fully Paid
213.89,A,MORTGAGE,Fully Paid
196.14,B,RENT,Fully Paid
270.21,A,MORTGAGE,Fully Paid
284.41,D,MORTGAGE,Fully Paid
64.53,B,RENT,Fully Paid
301.6,A,MORTGAGE,Fully Paid
183,A,MORTGAGE,Fully Paid
469.09,C,RENT,Fully Paid
225.88,B,RENT,Fully Paid
31.92,B,RENT,Fully Paid
298.36,A,MORTGAGE,Fully Paid
61,A,OWN,Charged Off
79.36,B,MORTGAGE,Charged Off
244,A,RENT,Fully Paid
128.36,B,RENT,Fully Paid
93.03,A,MORTGAGE,Fully Paid
95.7,A,MORTGAGE,Fully Paid
127.46,B,RENT,Fully Paid
176.27,A,MORTGAGE,Fully Paid
102.76,F,RENT,Fully Paid
261.28,B,MORTGAGE,Fully Paid
166.22,B,RENT,Fully Paid
154.18,A,MORTGAGE,Fully Paid
183.76,A,MORTGAGE,Fully Paid
60.66,A,RENT,Fully Paid
167.54,C,RENT,Fully Paid
187.2,C,MORTGAGE,Fully Paid
249.95,A,MORTGAGE,Fully Paid
275.22,D,RENT,Fully Paid
196.11,A,MORTGAGE,Fully Paid
252.24,A,RENT,Fully Paid
40.43,C,MORTGAGE,Charged Off
233.59,A,RENT,Fully Paid
684.43,D,RENT,Fully Paid
340.42,C,RENT,Fully Paid
91.5,A,OWN,Fully Paid
30.84,A,RENT,Fully Paid
114.28,B,MORTGAGE,Fully Paid
222.21,B,RENT,Charged Off
502.6,C,MORTGAGE,Fully Paid
141.02,A,MORTGAGE,Fully Paid
121.31,A,RENT,Fully Paid
441.61,A,RENT,Fully Paid
471.8,A,MORTGAGE,Fully Paid
227.05,D,MORTGAGE,Fully Paid
318.39,A,MORTGAGE,Fully Paid
283.65,A,MORTGAGE,Fully Paid
90.99,A,RENT,Fully Paid
192.36,A,MORTGAGE,Fully Paid
412.68,B,RENT,Fully Paid
227.06,B,MORTGAGE,Fully Paid
204.26,C,MORTGAGE,Fully Paid
168.49,B,OWN,Fully Paid
214.68,A,RENT,Fully Paid
151.16,A,RENT,Fully Paid
260.06,A,RENT,Fully Paid
132.88,A,MORTGAGE,Fully Paid
812.54,C,RENT,Fully Paid
117.51,A,RENT,Charged Off
312.8,B,OWN,Fully Paid
300.05,B,MORTGAGE,Fully Paid
32.44,B,RENT,Fully Paid
440.96,A,MORTGAGE,Charged Off
43.98,A,RENT,Fully Paid
160.45,B,RENT,Fully Paid
160.45,B,RENT,Fully Paid
276.01,A,MORTGAGE,Fully Paid
297.48,A,OWN,Fully Paid
162.19,B,MORTGAGE,Charged Off
277.53,A,RENT,Fully Paid
308.36,A,MORTGAGE,Fully Paid
54.29,A,OWN,Fully Paid
412.82,D,RENT,Fully Paid
317.19,A,MORTGAGE,Fully Paid
375.68,A,MORTGAGE,Fully Paid
834.3,D,MORTGAGE,Fully Paid
289.09,D,RENT,Charged Off
73.2,A,RENT,Fully Paid
421.22,B,MORTGAGE,Fully Paid
197.11,B,RENT,Fully Paid
219.36,A,MORTGAGE,Fully Paid
319.17,B,MORTGAGE,Fully Paid
183.61,A,RENT,Fully Paid
235.8,C,MORTGAGE,Fully Paid
810.92,B,MORTGAGE,Fully Paid
319.95,A,RENT,Fully Paid
202.53,A,MORTGAGE,Charged Off
378.95,E,RENT,Fully Paid
67.18,A,MORTGAGE,Fully Paid
182.77,A,MORTGAGE,Fully Paid
277.53,A,RENT,Fully Paid
338.63,C,OWN,Fully Paid
274.46,A,RENT,Fully Paid
135.89,A,MORTGAGE,Fully Paid
102.14,B,MORTGAGE,Fully Paid
136.86,A,OWN,Fully Paid
116.64,C,RENT,Fully Paid
617.16,E,MORTGAGE,Fully Paid
453.02,F,RENT,Charged Off
274.28,B,MORTGAGE,Fully Paid
210.08,A,RENT,Fully Paid
252.64,C,RENT,Fully Paid
365.95,C,RENT,Fully Paid
153.34,A,RENT,Charged Off
256.72,B,RENT,Fully Paid
358.43,D,MORTGAGE,Fully Paid
462.54,A,RENT,Fully Paid
166.63,C,MORTGAGE,Fully Paid
306.95,B,MORTGAGE,Charged Off
111.6,A,MORTGAGE,Fully Paid
343.33,B,RENT,Charged Off
136.61,A,MORTGAGE,Fully Paid
356.72,B,RENT,Fully Paid
613.94,E,MORTGAGE,Fully Paid
59.26,D,RENT,Fully Paid
151.79,A,RENT,Fully Paid
333.25,C,RENT,Charged Off
158.72,B,RENT,Fully Paid
109.18,A,MORTGAGE,Fully Paid
145.19,B,RENT,Fully Paid
282.09,D,RENT,Fully Paid
157.17,A,OWN,Fully Paid
121.33,A,RENT,Fully Paid
242.62,A,MORTGAGE,Fully Paid
193.58,B,MORTGAGE,Fully Paid
561.06,G,RENT,Fully Paid
441.93,G,RENT,Fully Paid
282.09,D,MORTGAGE,Charged Off
501.96,B,OWN,Charged Off
368.01,A,RENT,Fully Paid
662.77,G,RENT,Charged Off
189.27,A,MORTGAGE,Fully Paid
473.34,A,MORTGAGE,Fully Paid
466.54,C,RENT,Fully Paid
168.64,D,MORTGAGE,Fully Paid
199.77,A,MORTGAGE,Fully Paid
150.8,A,RENT,Fully Paid
309.72,A,OWN,Fully Paid
126.51,B,RENT,Fully Paid
113.01,E,RENT,Fully Paid
225.84,B,RENT,Fully Paid
389.24,B,RENT,Fully Paid
318.62,A,MORTGAGE,Charged Off
107.13,B,RENT,Fully Paid
248.41,B,MORTGAGE,Fully Paid
325.66,B,MORTGAGE,Fully Paid
145.97,B,RENT,Fully Paid
357.78,C,OWN,Charged Off
225.54,C,RENT,Fully Paid
248.41,B,MORTGAGE,Fully Paid
253.63,A,OWN,Fully Paid
197.36,A,RENT,Fully Paid
542.58,B,MORTGAGE,Fully Paid
97.93,A,RENT,Fully Paid
110.41,A,MORTGAGE,Fully Paid
119.54,C,MORTGAGE,Charged Off
246.69,A,RENT,Charged Off
135.46,C,RENT,Fully Paid
97.96,E,MORTGAGE,Fully Paid
252.37,B,RENT,Fully Paid
408.51,C,MORTGAGE,Fully Paid
627.11,E,MORTGAGE,Fully Paid
473.64,C,MORTGAGE,Fully Paid
318.22,D,RENT,Fully Paid
331.49,A,MORTGAGE,Fully Paid
338.88,A,RENT,Fully Paid
152.5,A,RENT,Fully Paid
379.28,F,RENT,Fully Paid
447.22,C,RENT,Fully Paid
587.69,D,MORTGAGE,Fully Paid
562.12,E,MORTGAGE,Fully Paid
194.62,B,MORTGAGE,Fully Paid
198.25,A,MORTGAGE,Fully Paid
341.58,C,RENT,Fully Paid
446.01,B,OWN,Fully Paid
208.63,C,OWN,Charged Off
171.11,D,OWN,Fully Paid
276.95,B,MORTGAGE,Fully Paid
274.5,A,RENT,Fully Paid
442.24,A,RENT,Fully Paid
139.06,A,MORTGAGE,Fully Paid
305.38,B,MORTGAGE,Fully Paid
193.58,B,MORTGAGE,Fully Paid
215.06,D,MORTGAGE,Fully Paid
238.3,C,RENT,Fully Paid
142.85,B,MORTGAGE,Fully Paid
195.2,A,RENT,Fully Paid
340.59,B,RENT,Fully Paid
333.25,C,MORTGAGE,Charged Off
193.58,B,RENT,Fully Paid
246.69,A,MORTGAGE,Fully Paid
224.96,B,MORTGAGE,Fully Paid
160.6,A,MORTGAGE,Fully Paid
469.09,C,MORTGAGE,Fully Paid
382.54,E,MORTGAGE,Fully Paid
154.18,A,RENT,Fully Paid
571.4,B,RENT,Fully Paid
260.82,A,MORTGAGE,Fully Paid
134.17,C,RENT,Charged Off
217.9,A,MORTGAGE,Fully Paid
507.95,C,MORTGAGE,Fully Paid
309.72,B,MORTGAGE,Fully Paid
115.42,A,MORTGAGE,Fully Paid
77.02,B,RENT,Fully Paid
468.81,F,MORTGAGE,Fully Paid
71.11,D,OWN,Charged Off
115.64,D,RENT,Fully Paid
526.95,B,MORTGAGE,Charged Off
372.12,A,RENT,Fully Paid
421.68,B,MORTGAGE,Fully Paid
258.24,B,RENT,Charged Off
424.85,B,MORTGAGE,Fully Paid
89.22,B,RENT,Fully Paid
95.75,B,RENT,Fully Paid
172.01,D,MORTGAGE,Fully Paid
248.41,B,MORTGAGE,Charged Off
207.01,B,RENT,Fully Paid
167.54,C,RENT,Fully Paid
67.73,C,MORTGAGE,Charged Off
344.64,G,OWN,Fully Paid
135.46,C,MORTGAGE,Charged Off
151.42,A,MORTGAGE,Fully Paid
295.4,A,RENT,Fully Paid
385.11,E,RENT,Fully Paid
153.3,C,RENT,Fully Paid
589.03,F,MORTGAGE,Charged Off
194.82,B,RENT,Fully Paid
95.24,B,OWN,Fully Paid
76.19,B,RENT,Fully Paid
84.25,B,OWN,Charged Off
810.92,B,MORTGAGE,Fully Paid
460.01,A,MORTGAGE,Fully Paid
177.25,A,MORTGAGE,Fully Paid
160.45,B,RENT,Fully Paid
237.04,C,OWN,Fully Paid
77.09,A,MORTGAGE,Fully Paid
300.14,A,RENT,Fully Paid
202.11,C,RENT,Fully Paid
137.61,D,RENT,Charged Off
461,A,MORTGAGE,Fully Paid
509.82,B,RENT,Charged Off
193.58,B,RENT,Fully Paid
101.59,C,MORTGAGE,Fully Paid
358.43,D,RENT,Fully Paid
612.76,C,MORTGAGE,Charged Off
324.37,B,MORTGAGE,Fully Paid
668.79,C,RENT,Fully Paid
674.68,A,OWN,Fully Paid
235.08,D,MORTGAGE,Charged Off
454.12,B,MORTGAGE,Fully Paid
258.84,A,MORTGAGE,Fully Paid
151.64,A,MORTGAGE,Fully Paid
501.69,E,MORTGAGE,Fully Paid
358.03,B,MORTGAGE,Fully Paid
539.65,B,RENT,Fully Paid
531.06,B,MORTGAGE,Fully Paid
282.95,C,MORTGAGE,Charged Off
462.54,A,MORTGAGE,Fully Paid
30.33,A,MORTGAGE,Fully Paid
569.61,F,RENT,Charged Off
535.77,E,MORTGAGE,Fully Paid
306.68,A,MORTGAGE,Fully Paid
364.38,E,RENT,Charged Off
597.38,D,RENT,Fully Paid
306.38,C,MORTGAGE,Charged Off
414.01,B,RENT,Fully Paid
206.41,D,RENT,Fully Paid
431.71,A,MORTGAGE,Fully Paid
518.74,D,RENT,Fully Paid
688.03,D,RENT,Fully Paid
83.77,C,RENT,Fully Paid
34.12,A,OWN,Fully Paid
289.93,C,MORTGAGE,Charged Off
865.26,F,RENT,Charged Off
246.69,A,MORTGAGE,Fully Paid
152.5,A,RENT,Fully Paid
134.05,B,MORTGAGE,Fully Paid
141.05,D,RENT,Fully Paid
444.42,B,MORTGAGE,Fully Paid
375.85,F,OWN,Charged Off
541.81,C,RENT,Fully Paid
155.3,A,MORTGAGE,Charged Off
355.91,D,OWN,Fully Paid
64.22,A,MORTGAGE,Charged Off
479.16,A,MORTGAGE,Fully Paid
296.24,E,MORTGAGE,Fully Paid
165.69,B,MORTGAGE,Fully Paid
338.88,A,MORTGAGE,Fully Paid
312.19,A,MORTGAGE,Fully Paid
395.18,A,MORTGAGE,Fully Paid
361.36,D,MORTGAGE,Fully Paid
156.68,A,RENT,Charged Off
183,A,MORTGAGE,Fully Paid
421.22,B,MORTGAGE,Fully Paid
189.1,A,RENT,Fully Paid
188.02,A,MORTGAGE,Fully Paid
855.54,D,RENT,Fully Paid
510.72,B,MORTGAGE,Charged Off
391.7,A,RENT,Fully Paid
84.66,C,MORTGAGE,Fully Paid
342.22,D,RENT,Charged Off
505.46,B,MORTGAGE,Fully Paid
246.87,E,RENT,Charged Off
375.42,A,RENT,Fully Paid
95.53,A,RENT,Fully Paid
151.64,A,OWN,Fully Paid
460.01,A,MORTGAGE,Fully Paid
323.16,A,MORTGAGE,Charged Off
363.93,A,RENT,Fully Paid
821.32,D,RENT,Fully Paid
146.01,D,RENT,Charged Off
303.27,A,OWN,Fully Paid
535.62,B,MORTGAGE,Fully Paid
149.08,A,MORTGAGE,Charged Off
207.01,B,MORTGAGE,Fully Paid
118.73,B,RENT,Fully Paid
317.44,B,MORTGAGE,Fully Paid
112.77,C,RENT,Fully Paid
154.03,B,RENT,Fully Paid
424.85,B,MORTGAGE,Fully Paid
282.09,D,MORTGAGE,Charged Off
242.65,A,MORTGAGE,Fully Paid
102.84,B,MORTGAGE,Fully Paid
143.63,B,RENT,Fully Paid
920.08,F,MORTGAGE,Fully Paid
142.27,A,RENT,Fully Paid
277.53,A,RENT,Charged Off
181.97,A,RENT,Fully Paid
324.37,B,MORTGAGE,Charged Off
180.56,B,OWN,Fully Paid
100.22,A,RENT,Fully Paid
391.7,A,MORTGAGE,Fully Paid
271.44,A,MORTGAGE,Fully Paid
56.3,B,RENT,Fully Paid
864.56,D,RENT,Fully Paid
238.9,E,RENT,Charged Off
268.4,A,RENT,Fully Paid
97.93,A,RENT,Fully Paid
611.67,F,MORTGAGE,Fully Paid
248.85,E,MORTGAGE,Fully Paid
151.64,B,MORTGAGE,Fully Paid
274.24,B,MORTGAGE,Fully Paid
268.34,C,MORTGAGE,Fully Paid
421.22,B,OWN,Charged Off
194.12,A,OWN,Fully Paid
267.63,D,MORTGAGE,Fully Paid
219.36,A,MORTGAGE,Fully Paid
136.17,C,RENT,Fully Paid
802.23,B,RENT,Fully Paid
365.99,A,RENT,Fully Paid
353.82,B,MORTGAGE,Fully Paid
153.2,B,MORTGAGE,Fully Paid
395.22,B,OWN,Fully Paid
135.46,C,RENT,Fully Paid
112.77,C,MORTGAGE,Fully Paid
454.91,A,MORTGAGE,Fully Paid
183.36,D,RENT,Fully Paid
414.99,D,MORTGAGE,Fully Paid
221.3,A,RENT,Fully Paid
252.61,C,RENT,Fully Paid
395.18,A,RENT,Fully Paid
235.08,D,RENT,Fully Paid
162.19,B,RENT,Fully Paid
160.85,C,MORTGAGE,Fully Paid
306.68,A,RENT,Fully Paid
774.3,B,MORTGAGE,Fully Paid
237.8,A,MORTGAGE,Fully Paid
709.98,E,RENT,Fully Paid
87.36,A,MORTGAGE,Fully Paid
424.85,B,MORTGAGE,Fully Paid
120.46,D,RENT,Fully Paid
161.69,C,MORTGAGE,Fully Paid
316.15,A,MORTGAGE,Fully Paid
223.61,C,RENT,Fully Paid
330.26,D,RENT,Fully Paid
272.95,A,MORTGAGE,Fully Paid
215.44,A,MORTGAGE,Fully Paid
93.92,C,MORTGAGE,Fully Paid
128.55,B,RENT,Charged Off
389.24,B,MORTGAGE,Fully Paid
373.9,E,RENT,Fully Paid
547.55,D,MORTGAGE,Fully Paid
535.62,B,MORTGAGE,Fully Paid
372.61,B,RENT,Fully Paid
166.63,C,RENT,Fully Paid
197.13,A,MORTGAGE,Charged Off
139.97,C,RENT,Fully Paid
128.55,B,RENT,Charged Off
698.37,B,MORTGAGE,Fully Paid
264.87,E,MORTGAGE,Fully Paid
353.16,B,MORTGAGE,Fully Paid
389.24,B,RENT,Fully Paid
616.72,A,MORTGAGE,Fully Paid
53.62,C,MORTGAGE,Fully Paid
429.35,A,RENT,Fully Paid
363.93,A,MORTGAGE,Fully Paid
241.28,A,MORTGAGE,Fully Paid
340.42,C,RENT,Fully Paid
322.63,B,MORTGAGE,Fully Paid
191.5,B,RENT,Fully Paid
616.72,A,RENT,Fully Paid
117.51,A,OWN,Charged Off
342.22,D,RENT,Charged Off
360.87,C,MORTGAGE,Charged Off
103.97,B,RENT,Fully Paid
252.64,C,OWN,Fully Paid
485.24,A,MORTGAGE,Fully Paid
428.5,B,MORTGAGE,Fully Paid
32.09,B,OWN,Fully Paid
161.32,B,MORTGAGE,Fully Paid
567.18,B,MORTGAGE,Fully Paid
191.5,B,MORTGAGE,Fully Paid
462.54,A,OWN,Fully Paid
524.22,A,RENT,Fully Paid
351.08,B,RENT,Fully Paid
231.27,A,RENT,Fully Paid
122.45,E,RENT,Fully Paid
186.36,A,MORTGAGE,Fully Paid
193.58,B,RENT,Fully Paid
32.44,B,RENT,Fully Paid
197.59,A,RENT,Fully Paid
545.89,A,MORTGAGE,Fully Paid
197.49,E,RENT,Charged Off
192.83,B,RENT,Fully Paid
524.22,A,MORTGAGE,Fully Paid
224.63,B,RENT,Charged Off
306.68,A,RENT,Fully Paid
252.73,B,MORTGAGE,Fully Paid
458.75,F,MORTGAGE,Fully Paid
73.61,A,RENT,Fully Paid
35.5,E,RENT,Charged Off
310.6,A,MORTGAGE,Fully Paid
238.96,D,RENT,Fully Paid
454.46,A,MORTGAGE,Fully Paid
882.89,E,OWN,Fully Paid
99.98,C,RENT,Fully Paid
244,A,MORTGAGE,Fully Paid
308.36,A,RENT,Fully Paid
383.35,A,MORTGAGE,Fully Paid
27.67,A,RENT,Fully Paid
616.72,A,MORTGAGE,Fully Paid
147.43,B,OWN,Charged Off
47.88,B,RENT,Fully Paid
320.9,B,MORTGAGE,Fully Paid
98.8,A,RENT,Fully Paid
259.5,B,RENT,Fully Paid
346.57,B,RENT,Fully Paid
366.37,B,RENT,Charged Off
237.01,D,RENT,Fully Paid
806.57,B,MORTGAGE,Fully Paid
316.15,A,MORTGAGE,Charged Off
154.03,B,RENT,Fully Paid
379.28,F,MORTGAGE,Fully Paid
368.01,A,RENT,Fully Paid
430.12,D,MORTGAGE,Charged Off
222.44,D,RENT,Fully Paid
355.66,A,MORTGAGE,Fully Paid
860.04,D,MORTGAGE,Fully Paid
229.4,D,MORTGAGE,Fully Paid
810.92,B,MORTGAGE,Fully Paid
296.39,A,OWN,Fully Paid
257.64,B,MORTGAGE,Fully Paid
234.55,C,RENT,Fully Paid
662.98,A,RENT,Charged Off
394.25,A,MORTGAGE,Fully Paid
97.06,A,RENT,Fully Paid
338.63,C,MORTGAGE,Fully Paid
102.03,E,RENT,Fully Paid
385.07,B,MORTGAGE,Fully Paid
57.63,A,RENT,Fully Paid
702.65,E,RENT,Fully Paid
320.9,B,MORTGAGE,Fully Paid
283.68,A,RENT,Fully Paid
227.46,A,RENT,Fully Paid
462.09,B,RENT,Fully Paid
606.32,C,RENT,Fully Paid
424.85,B,MORTGAGE,Fully Paid
145.8,C,RENT,Fully Paid
103.51,B,MORTGAGE,Fully Paid
63.84,B,MORTGAGE,Fully Paid
239.55,D,MORTGAGE,Fully Paid
173.85,A,MORTGAGE,Fully Paid
155.3,A,MORTGAGE,Fully Paid
370.3,E,MORTGAGE,Fully Paid
277.53,A,MORTGAGE,Fully Paid
123.39,A,RENT,Charged Off
535.62,B,MORTGAGE,Fully Paid
677.26,C,MORTGAGE,Fully Paid
338.63,C,MORTGAGE,Fully Paid
207.01,B,MORTGAGE,Fully Paid
538.75,E,RENT,Fully Paid
237.11,A,MORTGAGE,Fully Paid
395.18,A,MORTGAGE,Fully Paid
207.46,B,MORTGAGE,Fully Paid
613.35,A,MORTGAGE,Fully Paid
638.33,B,MORTGAGE,Fully Paid
421.59,E,RENT,Fully Paid
168.43,C,RENT,Fully Paid
272.97,A,RENT,Fully Paid
447.13,B,MORTGAGE,Fully Paid
860.04,D,RENT,Charged Off
215.86,A,RENT,Fully Paid
232.95,A,MORTGAGE,Fully Paid
197.49,E,RENT,Fully Paid
351.53,A,RENT,Charged Off
680.84,C,RENT,Fully Paid
272.95,A,MORTGAGE,Fully Paid
68.09,C,RENT,Fully Paid
524.22,A,MORTGAGE,Fully Paid
424.85,B,MORTGAGE,Fully Paid
395.18,A,MORTGAGE,Fully Paid
165.61,B,RENT,Charged Off
424.85,B,RENT,Fully Paid
462.54,A,MORTGAGE,Fully Paid
190.64,C,MORTGAGE,Fully Paid
382.29,F,RENT,Fully Paid
147.43,B,RENT,Fully Paid
395.18,A,RENT,Fully Paid
223.61,C,RENT,Charged Off
411.74,A,MORTGAGE,Fully Paid
39.87,A,RENT,Fully Paid
324.37,B,MORTGAGE,Fully Paid
87.36,A,RENT,Fully Paid
233.55,B,RENT,Fully Paid
90.99,A,OWN,Fully Paid
135.46,C,RENT,Fully Paid
112.32,B,RENT,Fully Paid
304.77,C,MORTGAGE,Fully Paid
363.93,A,MORTGAGE,Fully Paid
319.17,B,RENT,Fully Paid
469.09,C,RENT,Fully Paid
374.46,C,RENT,Charged Off
198.73,B,MORTGAGE,Fully Paid
309.62,D,RENT,Fully Paid
382.12,A,MORTGAGE,Fully Paid
306.68,A,MORTGAGE,Charged Off
61,A,RENT,Fully Paid
323.78,A,MORTGAGE,Fully Paid
124.43,E,RENT,Charged Off
99.98,C,RENT,Charged Off
151.64,A,RENT,Fully Paid
238.3,C,RENT,Fully Paid
499.87,C,MORTGAGE,Fully Paid
351.07,C,MORTGAGE,Fully Paid
96.27,B,RENT,Fully Paid
135.72,A,RENT,Fully Paid
42.8,A,RENT,Fully Paid
154.18,D,MORTGAGE,Fully Paid
513.33,D,RENT,Fully Paid
101.59,C,OWN,Fully Paid
122,A,OWN,Fully Paid
107.66,B,OWN,Fully Paid
625.75,D,MORTGAGE,Fully Paid
590.33,B,MORTGAGE,Charged Off
151.64,A,OWN,Fully Paid
224.63,B,RENT,Fully Paid
401.12,B,RENT,Fully Paid
134.65,A,MORTGAGE,Fully Paid
369.41,B,RENT,Fully Paid
179.96,C,MORTGAGE,Fully Paid
173.62,C,RENT,Fully Paid
214.25,B,OWN,Fully Paid
238.3,C,RENT,Fully Paid
274.24,B,MORTGAGE,Fully Paid
260.18,D,MORTGAGE,Fully Paid
282.09,D,RENT,Charged Off
173.82,D,RENT,Fully Paid
54.13,C,MORTGAGE,Charged Off
225.84,B,RENT,Fully Paid
128.12,A,OWN,Fully Paid
82.14,D,RENT,Fully Paid
180.44,C,MORTGAGE,Charged Off
64.18,B,MORTGAGE,Fully Paid
612.76,C,MORTGAGE,Fully Paid
87.45,E,RENT,Fully Paid
361.92,A,RENT,Fully Paid
198.25,A,RENT,Fully Paid
324.37,B,MORTGAGE,Fully Paid
289.81,B,MORTGAGE,Fully Paid
806.57,B,MORTGAGE,Fully Paid
227.06,B,MORTGAGE,Charged Off
306.68,A,MORTGAGE,Fully Paid
84.66,C,RENT,Fully Paid
152.5,A,MORTGAGE,Fully Paid
230.83,A,MORTGAGE,Fully Paid
222.21,B,OWN,Charged Off
125.13,A,RENT,Fully Paid
73.52,A,RENT,Fully Paid
101.97,C,RENT,Fully Paid
389.36,B,RENT,Fully Paid
898.31,E,MORTGAGE,Charged Off
101.43,E,RENT,Fully Paid
192.77,D,RENT,Fully Paid
347.07,C,RENT,Fully Paid
139.55,C,MORTGAGE,Fully Paid
304.07,D,OWN,Fully Paid
101.36,D,RENT,Fully Paid
242.11,D,MORTGAGE,Fully Paid
346.91,A,RENT,Fully Paid
176.58,D,RENT,Fully Paid
180.3,A,MORTGAGE,Fully Paid
407.11,A,MORTGAGE,Fully Paid
326.97,B,OWN,Fully Paid
290.49,B,MORTGAGE,Fully Paid
243.53,A,MORTGAGE,Fully Paid
199.61,C,RENT,Fully Paid
381.11,A,MORTGAGE,Fully Paid
286.21,D,MORTGAGE,Fully Paid
211.09,B,RENT,Fully Paid
377.58,C,RENT,Fully Paid
92.31,A,OWN,Fully Paid
305.9,C,RENT,Fully Paid
91.8,A,MORTGAGE,Fully Paid
376.2,A,RENT,Fully Paid
208.58,A,RENT,Fully Paid
332.61,B,MORTGAGE,Charged Off
296.75,B,RENT,Fully Paid
263,A,MORTGAGE,Fully Paid
41.22,C,MORTGAGE,Charged Off
334.56,E,RENT,Fully Paid
212.23,C,RENT,Fully Paid
